video_id,duration_min,time_since_upload_days,upload_year,upload_month,upload_dow,upload_hour,tags_count,desc_length,has_links_in_desc,views_per_day,target_views,target_views_log,target_views_per_day,target_views_per_day_log,target_engagement,title__nan,title__nan nan
eSrImMPQa1c,,,,,,,0,0,0,,,,,,,3,2
c-5PJmhCviw,,,,,,,0,0,0,,,,,,,3,2
Y_BVFB6kN3I,,,,,,,0,0,0,,,,,,,3,2
V0lswhuj3qE,,,,,,,0,0,0,,,,,,,3,2
hj04388xU04,,,,,,,0,0,0,,,,,,,3,2
DyOGyWfDB-s,,,,,,,0,0,0,,,,,,,3,2
7endwhhdWmM,,,,,,,0,0,0,,,,,,,3,2
2FS3JAPTKXs,,,,,,,0,0,0,,,,,,,3,2
n4yPdu2T-U4,,,,,,,0,0,0,,,,,,,3,2
ljJaVv0RGPg,,,,,,,0,0,0,,,,,,,3,2
xM85uVCOPBI,,,,,,,0,0,0,,,,,,,3,2
xKavi6A73cM,,,,,,,0,0,0,,,,,,,3,2
cgJCCZAjn0E,,,,,,,0,0,0,,,,,,,3,2
o9V8HrgJgIg,,,,,,,0,0,0,,,,,,,3,2
eHHQaoEW30Q,,,,,,,0,0,0,,,,,,,3,2
80DPqC2WNMQ,,,,,,,0,0,0,,,,,,,3,2
Rm-hSXCv5ko,,,,,,,0,0,0,,,,,,,3,2
wlHwjkYpSr0,,,,,,,0,0,0,,,,,,,3,2
L6Ac7UipwsM,,,,,,,0,0,0,,,,,,,3,2
8y-ViyUk7Dk,,,,,,,0,0,0,,,,,,,3,2
GkG60kISnfc,,,,,,,0,0,0,,,,,,,3,2
wGVowiBQhCQ,,,,,,,0,0,0,,,,,,,3,2
g5ee6tiiAWk,,,,,,,0,0,0,,,,,,,3,2
42wfEs7oIP8,,,,,,,0,0,0,,,,,,,3,2
BSlfQWpCFco,,,,,,,0,0,0,,,,,,,3,2
rRTWmsK47pQ,,,,,,,0,0,0,,,,,,,3,2
KfWTHmYl4YU,,,,,,,0,0,0,,,,,,,3,2
cWppAbqm9I8,,,,,,,0,0,0,,,,,,,3,2
QGsevnbItdU,,,,,,,0,0,0,,,,,,,3,2
cx4tSr7EmR8,,,,,,,0,0,0,,,,,,,3,2
Ug_pv5-r1js,,,,,,,0,0,0,,,,,,,3,2
byxFUKxhT3s,,,,,,,0,0,0,,,,,,,3,2
V5jZirHBGCs,,,,,,,0,0,0,,,,,,,3,2
nv_2rz5BFDA,,,,,,,0,0,0,,,,,,,3,2
JaM-fXm3DTA,,,,,,,0,0,0,,,,,,,3,2
YwfZAvCEMxE,,,,,,,0,0,0,,,,,,,3,2
FHkzrPCmRCg,,,,,,,0,0,0,,,,,,,3,2
9LQf1fb1Xsk,,,,,,,0,0,0,,,,,,,3,2
vjaKvvuRW_g,,,,,,,0,0,0,,,,,,,3,2
oiy-_1C2iAk,,,,,,,0,0,0,,,,,,,3,2
WquDKBzpDVY,,,,,,,0,0,0,,,,,,,3,2
